"bandera","codigo_ISO","nombrePais","capitalPais","continente","regionPais","subregionPais","paisIndependiente","tieneMar","ONU","latitud","longitud","areaPais","sueldoMinimo_USD","salarioMinimoPorHora_USD","indicador","dimension","categoria","anio","decada","unidad","valorIndicador","pib_per_capita","poblacion","pib_total","desempleo"
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2017,2010,"Counts",2104,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2018,2010,"Counts",2382,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2019,2010,"Counts",2697,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2020,2020,"Counts",2061,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2021,2020,"Counts",2054,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual violence: Other acts of sexual violence",2022,2020,"Counts",2521,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual Exploitation",2016,2010,"Counts",67,3901.34014965811,6200800,24191430000,4.418
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual Exploitation",2017,2010,"Counts",51,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual Exploitation",2018,2010,"Counts",58,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual Exploitation",2019,2010,"Counts",69,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual Exploitation",2020,2020,"Counts",46,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual Exploitation",2021,2020,"Counts",33,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Sexual Exploitation",2022,2020,"Counts",41,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",131,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",133,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",205,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",216,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",196,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",87,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",516,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",617,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",995,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",834,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",864,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",540,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2017,2010,"Counts",18,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2018,2010,"Counts",16,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2019,2010,"Counts",0,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2020,2020,"Counts",2,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",6,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",0,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2017,2010,"Counts",86,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2018,2010,"Counts",112,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2019,2010,"Counts",11,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2020,2020,"Counts",12,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",10,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",8,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2017,2010,"Counts",2194,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2018,2010,"Counts",2565,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2019,2010,"Counts",2641,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2020,2020,"Counts",2233,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2021,2020,"Counts",2498,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2022,2020,"Counts",2087,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2017,2010,"Counts",2387,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2018,2010,"Counts",2392,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2019,2010,"Counts",2567,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2020,2020,"Counts",2107,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2021,2020,"Counts",2559,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of serious assault","by relationship to perpetrator","Perpetrator unknown to the victim",2022,2020,"Counts",2362,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",49,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",38,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",55,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",55,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",60,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",30,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2017,2010,"Counts",914,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2018,2010,"Counts",883,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2019,2010,"Counts",1077,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2020,2020,"Counts",759,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2021,2020,"Counts",749,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Intimate partner or family member",2022,2020,"Counts",493,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2017,2010,"Counts",3,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2018,2010,"Counts",1,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2019,2010,"Counts",4,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2020,2020,"Counts",2,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",2,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",1,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2017,2010,"Counts",49,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2018,2010,"Counts",60,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2019,2010,"Counts",342,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2020,2020,"Counts",295,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2021,2020,"Counts",304,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Other Perpetrator known to the victim",2022,2020,"Counts",167,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2017,2010,"Counts",456,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2018,2010,"Counts",339,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2019,2010,"Counts",382,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2020,2020,"Counts",364,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2021,2020,"Counts",438,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2022,2020,"Counts",545,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2017,2010,"Counts",3592,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2018,2010,"Counts",4195,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2019,2010,"Counts",4234,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2020,2020,"Counts",3421,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2021,2020,"Counts",4509,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Victims of sexual violence","by relationship to perpetrator","Perpetrator unknown to the victim",2022,2020,"Counts",5601,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2018,2010,"Counts",35,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2019,2010,"Counts",50,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2020,2020,"Counts",37,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress",2021,2020,"Counts",27,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress: Cyber-related",2018,2010,"Counts",1,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress: Cyber-related",2019,2010,"Counts",5,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress: Cyber-related",2020,2020,"Counts",3,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Acts intended to induce fear or emotional distress: Cyber-related",2021,2020,"Counts",4,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Serious assault",2014,2010,"Counts",3920,3666.01248913873,6162955,22593470000,4.154
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Serious assault",2015,2010,"Counts",5887,3790.34089108162,6183676,23438240000,3.998
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Serious assault",2016,2010,"Counts",6209,3901.34014965811,6200800,24191430000,4.418
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Serious assault",2017,2010,"Counts",5332,4020.12671373919,6213533,24979190000,4.385
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Serious assault",2018,2010,"Counts",5835,4183.54620971358,6219807,26020850000,4.006
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Serious assault",2019,2010,"Counts",5933,4320.11671534627,6222318,26881140000,4.17
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Serious assault",2020,2020,"Counts",4996,3997.19279583709,6234673,24921190000,5.008
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Serious assault",2021,2020,"Counts",5752,4642.60743101342,6255782,29043140000,4.327
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Serious assault",2022,2020,"Counts",4862,5074.60210221806,6280319,31870120000,2.999
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Kidnapping",2014,2010,"Counts",17,3666.01248913873,6162955,22593470000,4.154
"🇸🇻","SLV","El Salvador","San Salvador","North America","Americas","Central America","Si","No","Si",13.83333333,-88.91666666,21041,243.45,1.52,"Violent offences","by type of offence","Kidnapping",2015,2010,"Counts",19,3790.34089108162,6183676,23438240000,3.998
